#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
262	STK36_AD	STK36	27148	AD	0.5349	0.0073	0.2787	0.5962	0.2187	0.5574	0.2238	0.5060	0.5574	0.5000	0	Primary ciliary dyskinesia (ORPHA:244): Nephrocalcinosis (HP:0000121)-Abnormality of the genitourinary system (HP:0000119), 	Nephrocalcinosis (HP:0000121)-abnormal kidney development (MP:0000527), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-spleen atrophy (MP:0003643), Short stature (HP:0004322)-decreased body size (MP:0001265), 	Rhabdomyosarcoma (HP:0002859)-fast muscle cell increased amount, abnormal (ZP:0003819), Skeletal muscle atrophy (HP:0003202)-fast muscle cell increased amount, abnormal (ZP:0003819), 	Proximity to SUFU associated with Microform holoprosencephaly (ORPHA:280200): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-EMG: myopathic abnormalities (HP:0003458), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SUFU Rhabdomyosarcoma (HP:0002859)-muscular ventricular septal defect (MP:0010420), Skeletal muscle atrophy (HP:0003202)-muscular ventricular septal defect (MP:0010420), Short stature (HP:0004322)-microcephaly (MP:0000433), 	Proximity to SUFU Rhabdomyosarcoma (HP:0002859)-fast muscle cell increased amount, abnormal (ZP:0003819), Skeletal muscle atrophy (HP:0003202)-myotome increased distribution, abnormal (ZP:0019867), Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 
263	LRBA_AD	LRBA	987	AD	0.5430	0.0068	0.2500	0.6205	0.5177	0.0000	0.0000	0.5000	0.5177	0.5000	0	Immunodeficiency, common variable, 8, with autoimmunity (OMIM:614700): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Skeletal muscle atrophy (HP:0003202)-Villous atrophy (HP:0011473), Short stature (HP:0004322)-Growth delay (HP:0001510), 			Proximity to NEB associated with Severe congenital nemaline myopathy (ORPHA:171430): Nephrocalcinosis (HP:0000121)-Hypospadias (HP:0000047), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), 	Proximity to NEB Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Rhabdomyosarcoma (HP:0002859)-abnormal muscle physiology (MP:0002106), Skeletal muscle atrophy (HP:0003202)-abnormal skeletal muscle fiber morphology (MP:0003084), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to NEB Rhabdomyosarcoma (HP:0002859)-muscle refractivity, abnormal (ZP:0001509), Skeletal muscle atrophy (HP:0003202)-skeletal muscle decreased size, abnormal (ZP:0004709), Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 
264	ANKRD36_AR	ANKRD36	375248	AR	0.5467	0.0065	0.0000	0.9000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
264	ANKRD36C_AR	ANKRD36C	400986	AR	0.5467	0.0065	0.0000	0.9000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
264	CNTNAP3B_AR	CNTNAP3B	728577	AR	0.5467	0.0065	0.0000	0.9000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
264	GOLGA6L9_AR	GOLGA6L9	440295	AR	0.5467	0.0065	0.0000	0.9000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
268	TET1_AR	TET1	80312	AR	0.5492	0.0064	0.5000	0.3316	0.0000	0.4381	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body length (MP:0001258), Short stature (HP:0004322)-decreased body length (MP:0001258), 		Proximity to GEMIN4 associated with Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities (OMIM:617913): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Premature birth (HP:0001622)-Hydronephrosis (HP:0000126), Skeletal muscle atrophy (HP:0003202)-Calcinosis (HP:0003761), Short stature (HP:0004322)-Growth delay (HP:0001510), 		
269	POTEE_AR	POTEE	445582	AR	0.5547	0.0061	0.5041	0.3215	0.0000	0.0000	0.0000	0.5041	0.5041	1.0000	0				Proximity to ASH1L associated with Intellectual developmental disorder, autosomal dominant 52 (OMIM:617796): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Skeletal muscle atrophy (HP:0003202)-Scapular winging (HP:0003691), Short stature (HP:0004322)-High palate (HP:0000218), 	Proximity to ASH1L Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
270	TBC1D3B_AD	TBC1D3B	414059	AD	0.5560	0.0060	0.5002	0.3246	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to TRIP13 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to TRIP13 Failure to thrive (HP:0001508)-impaired ovarian folliculogenesis (MP:0001129), Small for gestational age (HP:0001518)-arrest of male meiosis (MP:0008261), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
270	PCDHB7_AD	PCDHB7	56129	AD	0.5563	0.0060	0.0000	0.8905	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
272	TDRKH_AR	TDRKH	11022	AR	0.5605	0.0058	0.5001	0.3202	0.0000	0.3746	0.0000	0.5001	0.5001	1.0000	0		Failure to thrive (HP:0001508)-arrest of male meiosis (MP:0008261), Small for gestational age (HP:0001518)-arrest of male meiosis (MP:0008261), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-testicular atrophy (MP:0003205), Short stature (HP:0004322)-small testis (MP:0001147), 		Proximity to DICER1 associated with Familial multinodular goiter (ORPHA:276399): Nephrocalcinosis (HP:0000121)-Renal cell carcinoma (HP:0005584), Premature birth (HP:0001622)-Sertoli cell neoplasm (HP:0100619), Rhabdomyosarcoma (HP:0002859)-Alveolar rhabdomyosarcoma (HP:0006779), 	Proximity to DICER1 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	Proximity to DICER1 Short stature (HP:0004322)-eye development delayed, abnormal (ZP:0006694), 
273	CASP14_AD	CASP14	23581	AD	0.5628	0.0057	0.2500	0.6010	0.0000	0.0000	0.0000	0.5001	0.5001	0.5000	0				Proximity to STAMBP associated with Microcephaly-capillary malformation syndrome (OMIM:614261): Nephrocalcinosis (HP:0000121)-Vesicoureteral reflux (HP:0000076), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to STAMBP Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
274	TCAF2_AR	TCAF2	285966	AR	0.5660	0.0055	0.2923	0.5500	0.0000	0.2923	0.0000	0.0000	0.2923	1.0000	0		Rhabdomyosarcoma (HP:0002859)-abnormal skeletal muscle morphology (MP:0000759), Skeletal muscle atrophy (HP:0003202)-abnormal skeletal muscle morphology (MP:0000759), 				
275	TGS1_AR	TGS1	96764	AR	0.5686	0.0054	0.5098	0.3012	0.0000	0.2580	0.0000	0.5098	0.5098	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 		Proximity to ABCB4 associated with Intrahepatic cholestasis of pregnancy (ORPHA:69665): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to ABCB4 Failure to thrive (HP:0001508)-weight loss (MP:0001263), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Skeletal muscle atrophy (HP:0003202)-weight loss (MP:0001263), Short stature (HP:0004322)-weight loss (MP:0001263), 	
276	PRMT6_AD	PRMT6	55170	AD	0.5705	0.0053	0.5008	0.3095	0.0000	0.2050	0.0000	0.5008	0.5008	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased heart left ventricle size (MP:0010580), Short stature (HP:0004322)-decreased heart left ventricle size (MP:0010580), 		Proximity to HNRNPK associated with Au-Kline syndrome (OMIM:616580): Nephrocalcinosis (HP:0000121)-Dilatation of the renal pelvis (HP:0010946), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Breech presentation (HP:0001623), Short stature (HP:0004322)-High palate (HP:0000218), 		
277	ZNG1E_AR	ZNG1E	220869	AR	0.5810	0.0048	0.3751	0.4412	0.0000	0.3751	0.0000	0.0000	0.3751	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney interstitium morphology (MP:0011425), 				
278	TSGA10_AD	TSGA10	80705	AD	0.5838	0.0047	0.2500	0.5802	0.1795	0.3525	0.0000	0.5000	0.5000	0.5000	0	?Spermatogenic failure 26 (OMIM:617961): Nephrocalcinosis (HP:0000121)-Acephalic spermatozoa (HP:0012869), 	Failure to thrive (HP:0001508)-impaired fertilization (MP:0000242), Small for gestational age (HP:0001518)-impaired fertilization (MP:0000242), Premature birth (HP:0001622)-impaired fertilization (MP:0000242), Short stature (HP:0004322)-impaired fertilization (MP:0000242), 		Proximity to BUB3 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 		
279	SLC2A3_AD	SLC2A3	6515	AD	0.5860	0.0046	0.5009	0.2940	0.4745	0.2095	0.2583	0.5009	0.5009	1.0000	0	Huntington disease (ORPHA:399): Nephrocalcinosis (HP:0000121)-Abnormal libido (HP:0031845), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), 	Failure to thrive (HP:0001508)-increased anxiety-related response (MP:0001363), Small for gestational age (HP:0001518)-increased anxiety-related response (MP:0001363), Premature birth (HP:0001622)-increased anxiety-related response (MP:0001363), Short stature (HP:0004322)-increased anxiety-related response (MP:0001363), 	Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 	Proximity to INSR associated with Leprechaunism (ORPHA:508): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Decreased body weight (HP:0004325), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Postnatal growth retardation (HP:0008897), 	Proximity to INSR Nephrocalcinosis (HP:0000121)-ketoaciduria (MP:0002893), Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Rhabdomyosarcoma (HP:0002859)-skeletal muscle hypotrophy (MP:0009462), Skeletal muscle atrophy (HP:0003202)-skeletal muscle hypotrophy (MP:0009462), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Proximity to INSR Failure to thrive (HP:0001508)-feeding behavior increased rate, abnormal (ZP:0131013), Rhabdomyosarcoma (HP:0002859)-muscle increased amount, abnormal (ZP:0020892), Skeletal muscle atrophy (HP:0003202)-muscle increased amount, abnormal (ZP:0020892), Short stature (HP:0004322)-whole organism increased length, abnormal (ZP:0002978), 
280	NAV3_AD	NAV3	89795	AD	0.5896	0.0044	0.5000	0.2913	0.0000	0.1986	0.0000	0.5000	0.5000	1.0000	0		Skeletal muscle atrophy (HP:0003202)-microphthalmia (MP:0001297), Short stature (HP:0004322)-microphthalmia (MP:0001297), 		Proximity to RET associated with Haddad syndrome (ORPHA:99803): Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Neuroblastoma (HP:0003006), 	Proximity to RET Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-renal hypoplasia (MP:0003446), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to RET Nephrocalcinosis (HP:0000121)-pronephros decreased length, abnormal (ZP:0101877), Rhabdomyosarcoma (HP:0002859)-adductor operculi has fewer parts of type skeletal muscle cell, abnormal (ZP:0008829), Skeletal muscle atrophy (HP:0003202)-adductor operculi has fewer parts of type skeletal muscle cell, abnormal (ZP:0008829), 
280	LAMA3_AD	LAMA3	3909	AD	0.5904	0.0044	0.2508	0.5726	0.5915	0.4307	0.0000	0.5016	0.5915	0.5000	0	Severe generalized junctional epidermolysis bullosa (ORPHA:79404): Nephrocalcinosis (HP:0000121)-Renal cyst (HP:0000107), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Hydronephrosis (HP:0000126), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-small stomach (MP:0002691), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to DMD associated with Becker muscular dystrophy (ORPHA:98895): Nephrocalcinosis (HP:0000121)-Abnormal urinary color (HP:0012086), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), 	Proximity to DMD Nephrocalcinosis (HP:0000121)-calcified muscle (MP:0003199), Failure to thrive (HP:0001508)-abnormal skeletal muscle regeneration (MP:0013237), Small for gestational age (HP:0001518)-abnormal skeletal muscle regeneration (MP:0013237), Premature birth (HP:0001622)-abnormal skeletal muscle regeneration (MP:0013237), Rhabdomyosarcoma (HP:0002859)-dystrophic muscle (MP:0000752), Skeletal muscle atrophy (HP:0003202)-skeletal muscle atrophy (MP:0009417), Short stature (HP:0004322)-decreased body size (MP:0001265), 	Proximity to DMD Failure to thrive (HP:0001508)-thigmotaxis decreased rate, abnormal (ZP:0001483), Rhabdomyosarcoma (HP:0002859)-trunk musculature quality, abnormal (ZP:0001495), Skeletal muscle atrophy (HP:0003202)-skeletal muscle atrophied, abnormal (ZP:0001514), 
280	MX1_AD	MX1	4599	AD	0.5905	0.0044	0.0000	0.8564	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
283	FUT5_AD	FUT5	2527	AD	0.5932	0.0043	0.5137	0.2722	0.0000	0.0000	0.0000	0.5137	0.5137	1.0000	0				Proximity to FUT8 associated with Congenital disorder of glycosylation with defective fucosylation 1 (OMIM:618005): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Joint contracture (HP:0034392), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to FUT8 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to FUT8 Rhabdomyosarcoma (HP:0002859)-muscle cell somite decreased length, abnormal (ZP:0005604), Skeletal muscle atrophy (HP:0003202)-muscle cell somite decreased length, abnormal (ZP:0005604), Short stature (HP:0004322)-neural crest cell migration delayed, abnormal (ZP:0004149), 
284	KCNJ18_AR	KCNJ18	100134444	AR	0.5955	0.0042	0.0999	0.7385	0.4838	0.1997	0.0000	0.0000	0.4838	0.5000	0	Thyrotoxic periodic paralysis (ORPHA:79102): Nephrocalcinosis (HP:0000121)-Urinary retention (HP:0000016), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Skeletal muscle atrophy (HP:0003202)-Rhabdomyolysis (HP:0003201), 	Failure to thrive (HP:0001508)-increased startle reflex (MP:0001488), Small for gestational age (HP:0001518)-increased startle reflex (MP:0001488), Premature birth (HP:0001622)-increased startle reflex (MP:0001488), Short stature (HP:0004322)-increased startle reflex (MP:0001488), 				
284	FANCM_AR	FANCM	57697	AR	0.5957	0.0042	0.5238	0.2585	0.5238	0.1808	0.2983	0.5076	0.5238	1.0000	0	Fanconi anemia (ORPHA:84): Nephrocalcinosis (HP:0000121)-Abnormal renal morphology (HP:0012210), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Oligohydramnios (HP:0001562), Short stature (HP:0004322)-Short stature (HP:0004322), 	Skeletal muscle atrophy (HP:0003202)-small testis (MP:0001147), Short stature (HP:0004322)-small testis (MP:0001147), 	Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 	Proximity to PALB2 associated with Fanconi anemia, complementation group N (OMIM:610832): Nephrocalcinosis (HP:0000121)-Ectopic kidney (HP:0000086), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Rhabdomyosarcoma (HP:0002859)-Nephroblastoma (HP:0002667), Short stature (HP:0004322)-Postnatal growth retardation (HP:0008897), 	Proximity to PALB2 Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	Proximity to PALB2 Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 
286	GOLGA8R_AD	GOLGA8R	101059918	AD	0.5970	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	KRTAP5-7_AR	KRTAP5-7	440050	AR	0.5970	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	PCDHB10_AR	PCDHB10	56126	AR	0.5970	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	PRB2_AD	PRB2	653247	AD	0.5970	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	PRB3_AR	PRB3	5544	AR	0.5970	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	IZUMO4_AD	IZUMO4	113177	AD	0.5970	0.0041	0.0000	0.8500	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	SLC49A3_AD	SLC49A3	84179	AD	0.5976	0.0041	0.0000	0.8493	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
286	POU6F2_AR	POU6F2	11281	AR	0.5976	0.0041	0.0000	0.8493	0.4932	0.0000	0.0000	0.0000	0.4932	0.5000	0	Nephroblastoma (ORPHA:654): Nephrocalcinosis (HP:0000121)-Nephroblastoma (HP:0002667), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Rhabdomyosarcoma (HP:0002859)-Nephroblastoma (HP:0002667), 					
286	P2RY11_AD	P2RY11	5032	AD	0.5980	0.0041	0.0000	0.8490	0.4700	0.0000	0.0000	0.0000	0.4700	1.0000	0	Narcolepsy type 1 (ORPHA:2073): Nephrocalcinosis (HP:0000121)-Nocturia (HP:0000017), Failure to thrive (HP:0001508)-Obesity (HP:0001513), Small for gestational age (HP:0001518)-Obesity (HP:0001513), Premature birth (HP:0001622)-Precocious puberty (HP:0000826), 					
